index,label,text
51892,0,remember going wer n wild aloooomg time ago went brain wash somebody flipped raft hadidnt notice
76947,0,feel moment heard wanna spend life inside wanna step face isunshine live
75,1,really fucking sick watching republican party rewarded flagrantly degrading democracy
61306,0,gerald nice person someone car gym start announced someone jumper cable
32750,0,rare pic dancing lie
57894,0,means patniak conscience gujarat
25659,0,skysports super free play predict correct scores win life changing predict
38644,0,sat mums car passenger side waitin lady opens wouldoor tries sit know embarrassed
19424,0,time done april fool spent morning telling people crushes suite landmark
70878,0,bartender hoping hone craft home cocktail enthusiast looking learn tuesday
45260,0,failed thomas edison quote quotes tweetjukebox
29113,0,aye need fresh start old ass radio host aiight let usee talk black twitter right tht next segment
13030,0,interested pursuing stale goals need hav aquarius
39010,0,saturday night pm world famous let babble pleasure
47907,0,john squad idea let remake bohemian rhapsody even tho hadon need sound isame
70240,0,miss dashwood returned grave prosperity carries attribute particulars situation gained
13082,1,tell hold line fake hb repeal still discrimination trans amp lgbt people
73910,0,engaging conversations ceo jenkins witw leaders
42290,0,wouldidn speak crew return yeah probably condensation saw
42259,0,hello california wren gone roost isky turnin gold like
12933,1,think exact words know iz ok carry passport mouth
13088,0,awesome thanks making difference strangers surprise popeyes employee nursing school tuition
77329,0,money v justice judge steams uber exec withholds documents pleads th ars technica uk
41660,0,idea asking talk somebody india talk someone
188,1,wait patiently see lover kill bad bitches
42423,0,nfl week picks redskins thumping giants packers smashing lions locks
73581,0,guys think joke put melbourne comedy festival show thoughts
19028,0,want feel way notified team call back share update amit
57738,0,know god believe impossible god control
51576,0,lt wouldays remember
19694,0,marketing philosophy focuses things community education benlove podcast
77157,0,lady c istarts w black lives matter women rights equal rights
19516,1,hate emoji used much literally shows emotion anymore
26276,0,god always read everyone links forget like pinned tweet one see liked eventually
83381,0,megancassells stop fucking using animals entertainment
29282,0,betting marching cubes tables corners ability wander whereever
19593,0,follow back tfbjp caoru siguemeytesigo teamfollowback follow official
64435,0,poll shows continued strong support uae peaceful nuclear energy programme news oana
38833,0,azealia banks supports trump generally problematiqu whatcha gon appear premiere
23022,0,welllllllll proper chance read yet acknowledgments page really good
16071,0,retweeted safetypin daily solidarity sundays women resist trump monthly activism
22395,1,thank mansplaining tanya brain must feeble know woman
38959,0,throwback old school arm routine tbt
32192,0,much recent angst stress result gender relief learn gender
48255,0,dam busters hakai magazine nascent environmental movement liberating rivers freeing fish digg
64542,0,closing ceremony li best hecksher museum sunday students perspective world powerful think edtsparks
16622,0,awesome would came back next episode gamechangers bringhimback
16230,0,teamdamie teamjamelia sad get lives enjoy franchise
77012,0,derby city council puts former debenhams building sale derby telegraph
22459,0,go right ahead cheer emotional roller coaster aviation
6792,1,fucking hate people
29472,0,check ministerial code page principle integrity
25807,0,one pretty girl love songs seen times sept pumped x
38793,0,please love looking profile insta please please please princess
64575,1,republican pa equals russian pa illegitimate presidency illegitimate agendas gorsuch putin puppets
19833,0,tried man tried even picked spot mould much day never spok
25708,0,famous everybody knows name boy lived fave line hagrid
70643,0,breaking walter reed sentenced four years years prison story coming
70422,0,clean bandit rockabye ft sean paul amp anne marie brand new video world great night ya live n luv life
9487,0,terrible accident forget cds dio judas preast iron maden ozzy osbourne today
26456,0,emphasis fisticuffs check level design made escort multi enemy encounters check
7063,1,spade niggas mad annoying amp listen
45403,0,tonight talented beautiful young ladies tried team everyone amazing job amp wish could take everyone
32462,0,science cool science ama series hi reddit organizers march science
26341,0,tulsi assad released radicals prison war started
13093,0,excellent start new team short hours quite lot covered cheers
16465,0,success tied someone else dreams sun pisces
25802,0,dj sbu must release statement telling us really inside mofaya cans ismell like refreshhh litch flavour
35570,1,offended praise wonderful women liberals beco
22491,0,back life londontube realise much amiss green park
48349,0,hi wish gt happy bi please make day special x
38632,0,appears falcon ses fairing damage back port spacex barge dock loading go quest e
32547,0,last night asked make chicken defrosted passed couch
538,1,rt still hate nigga
29627,0,talent aware pain none fuyumi irisu
29015,0,international landmine day awareness april dummy minefields federal square bern maison de la paix
13209,0,pleased say operational new office thanks fast assistance networking
54620,0,stolen truck plows crowded stockholm street slams store act terror news
39173,0,chocolate dipped welshcakes get better forget order easter
76790,0,english version heyma tune vid whoseok via
36128,0,always thought private person starting think hadon much life private wow rude
51165,0,whack mole time press pool nunes sneaking around wh grounds time lines amp dates insane lunacy
22847,0,going get used play isame missions anyway lol makes sense pvp unbalanced
28795,0,recommendation everyone fun outfits creative anything everything work
26203,0,show rb like cohen foreman wr zay jones carlos hansen reynols trent taylor beast seals jones te hybrid
48323,0,sandy glad came home teeth christina haha good day going
29516,0,iscar cut shaving house one time
39045,0,watched new powerrangers film relived childhood really awesome film
26191,0,selala need president corrupt votes man arrested corruption
22545,0,beautiful din din martinis nukes syria want leader
64225,0,research summary lifecycle benefits influential early childhood program heckman equation
73815,0,think right isame nonsense call facts absolutely
73768,0,warships usa southkorea make meantime actions front kim uns coast
67082,0,fasten seatbelts seem rush new personal record sec way go
19859,0,uws dragonite f iv w th st
42219,0,live way need live amp interning inspiring nonprofit run dude ate
54907,0,hehe worries apparently needed lot sleep looking forward future
77129,0,sure villa retired end iseason came big bucks would flash
70324,0,agreed others definitely yes pacific rim closest thing cartoon anime
39099,0,get bbcan rule book wait one big brother makes rules fair
36102,0,mind takes beats hadown making arealize true problem god love monday
44710,0,amight flawless know got diamond heart marab brazil
29603,0,yes would lov
12793,0,preacger curl one best ways develop biceps th elbows onto pads
48064,0,san diego chansey iv tiny zen headbutt hyper beam tth pm
60676,0,good thing mavs situation primary pieces question ask pg fits melo type sf pf nerlens
77213,0,hi really nice meeting yday wondering could get footage interview shown business nightly
35904,0,found transponder snail famed pirate hunter captured exclusive shots trecru
16527,0,louise k uk thank matthew great weekend xx
96684,0,bitch cold colder miami cali
51940,0,lesnar win tonight think first line challenge title askheyman wrestlemania
48245,0,hello people usa uk canada elsewhere enjoy movie
42104,0,likewise time highly relative one second one isame another might unfold differently
47951,0,never forget taekook act skits together act like fall love naturally heart
38413,0,judges appointment j accuses lagos breaching njc guidelines mustread feedly
13161,0,cricket wednesday amp wednesday b c grade full fudge beat nulec
60609,0,added video playlist lego city undercover nintendo switch unboxing
73633,0,hd spyder n daz trance
22449,0,elevator security cameras pa de nj northeast remote surveillance alarm installs upgrades elevator
20003,0,jackie evancho says inauguration performance boosted career expects sing white house video via
70751,0,reason treat current situation normal si capricorn
51113,0,somewhere picture perhaps meta dated bebecause first time felt
19901,0,become better visual designer design ux uxdesign webdev
25750,0,spafford happy birthday nelson hope great day glad got close kairos dam bro life
73703,0,pay attention isignals noise invest investing
18951,0,ommmggg favourited tweet oml im sf gassed rn aahgahsh honestly thia actually best start birthday weekend
35999,0,bng finally news wanted hear finally tell next week cannotell next week
57503,0,used gleeful public exercise longer seems exciting hmn wonder
13244,0,aap ok
67476,0,heretohelp hi alan like dm tracking code happy look liam
51952,0,indiana jones masterpieces topps sketch card agnes garbowska
32210,0,atleast envy c together slasher vs aches always fun watch also cod champs vs ups new guys lol
54821,0,amix castor oil jojoba oil amp coconut oil heat use hot oil treatment
61303,0,international community must forge new global partnership around education happy every day task
19622,0,oh well thats different dont us favors
22731,0,wqkspherical roller bearing mb cc ca e type abec wqk bearing com whatsapp
29646,0,hahhahaha nf telling school mate ba ntse ko morago game combi isad
35933,0,lots things around house cannot pisces
13194,0,bob hosts facilitates ixia emea partner summit rome strategy execution marketsegmentation
10068,0,liked video cheap subwoofer find w exo st car audio sub inch jensen xs subwoofers amp
67066,0,look buff big show getting change name lol
16327,0,know lgbt people protected species liberal media cannot cover scandals need investigate
76967,0,fulton county da paul howard jr speaking community national crime victims rights week
19646,0,footballnews bastian schweinsteiger chicago fire midfielder asked club win world cup
67032,0,prof mavis kirkham sheffield force reckoned findyourtribe usmsconf
19940,0,monday going good video
38755,0,susan rice alleged unmasking requests routine ex officials say fox news
13356,0,starbucks pushes craft credentials cold coffee focus marketing week
25698,0,appetizers make final games slam dunk perduecrew promotion
16187,0,apparently trump told russia well happened even congress exactly surprised
57524,0,public meant believe want best chances living l
61194,0,may isecretly exploring variety strategies aries
19272,0,start koran hadith sharia add large dose assumed
48387,0,success life comes simply refuse give goals istrong obstacles failure loss
64210,0,deuce isomersault follow makes legit still think jadeveon clowney hit vs michigan greatest hit time
26004,0,assume change anyways shrugging want hear newer stuff
26071,0,hard folks comprehend trio house targeting would allow
28990,0,ah perhaps hold onto skepticism footage shown felt much like another conjuring compl
51783,0,logically since africans rhesus negative blood
51393,0,jacobontour really come pittsburgh seen u since x
79869,0,know would like see live action animation interwoven ishow like
12577,1,opinion wrong gives damn want comment gib fiasco raised spittle shooting eu
54982,0,liked spotify halloween party girl masters goa trance
48102,0,cara therapeutics announces pricing public offering common stock money news
57667,0,god part consciousness pure self learn listen voice p
60916,0,masa yu hv go la borow impress woman guy paaa cruisecontrol
9526,0,yang susah itu yang disini wouldada hati ugly feeling stay knows didamn long melbourne
44812,0,previously lovely lina dota gaming cosplay
70498,0,good morning rain moving area morning commute buckle allow extra time texting amp driving
25665,0,survived getting taxes done finally got lunch finally get get back writing
73425,0,odds mike weir winning lol new hot girlfriend wonders
13097,0,health real wealth pieces gold silver health fitness wealth thoughtoftheday
45064,0,ok perfect yes wrong trying best oo good enough
73674,0,malema malema says child hadon need
60865,0,bought mum tickets see take ishe went wanting go allll weekend bless excited
35945,0,profession protected country separate legislation
57813,0,bill would let maine bars keep serving mebiz
60917,0,millermp yes misogyny women left without state pensions thrown int
80349,0,know mad would ass looked like
96481,0,need get jersey losing fucking mind
26126,0,rado disagree amateurs often wear iconic masters logo bill snyder wearing cotton bowl jacket fiesta bowl worse
44747,0,pray like depends god work like depends mentality
32235,0,process creating printing new magnets customers want details contact us
19662,0,final mystery parent reader st grade mr bucco thanks guest readers
64103,0,gonna start drinking water gonna eat healthier gonna visit gym x week gonna another baby
28836,0,clash royal clash royale deck gt gt clashroyale clashroyalehack
41963,0,yes thought father returned tenerife noticed change attitud
19133,0,please check last rt pedophilia slowly legalised along monstrosities wouldistract terrosim
13072,0,know means isounds like good thing congratulations
70733,0,fy icjia staff processed individual grants federal amp state programs disbursements twill
57572,0,meanwhile messi quiet small game today
19461,0,cooper cronk class media training watching press conference week
64646,0,france sends humanitarian aid syria chemical attack victims
55024,0,russia russiagate putin
51108,0,ugx bil lion sup ple men tary bud get tabled par lia ment
36123,0,familiar lesson archers goo sagittarius
29633,1,whatever takes destroy trump amp gop evil immoral amp corrupt regime hard working americans must take stand
51112,0,amazon paying much stream thursday night football
7056,1,litter bitch amp hate
57703,0,dagga mxm life expecttheunexpected smoke dont know
58059,0,right try best last chance false hope proposal would allow gravely ill access experimental
20131,1,india rejects donald trump role resolving indo pak issues
58035,0,interview hr manager interviewer help company grow mba girl rangoli achi b interviewer kal se join kar lo
26165,0,mlb trades spencer hire memoirs gaijin spencer patton player journal hotstove wintermeetings
32566,0,two types men jermaine davenport face getting better clearing zidayne alonzo
42060,0,people right behind get open wouldoor yell
16591,0,love fanbases fellow ph army coordinate report current situation variuos ticketing sites taob ang gma abs
28931,0,found transponder snail whale encounter meet trecru
12589,0,ferneley kids lucky lucky lucky seeing weeks w
44968,0,day reached final copa sony ericsson colsanitas losing mariana duque
90262,0,hahahah fucked
58262,0,nogard one simple way debunk evolution provide
16218,0,hour host great young couple kinara sharing testimony marriage ariseonhot
26038,0,great show ladies great see sarah back ishe beings long xx
32234,0,height currently go back tiny size
505,0,flash nigeria die govt continues neglect niger delta region delta cleric ajokparoghene
60924,0,living plains sucks minutes warrenton traffic gold cup amp events great meadows
16613,0,today sad sick day lord knows showering leaving house talking snakes
54861,0,hilarious guy fell love ended best friend imagine laughing way life
32869,0,pic lauren bacall cigarette cuardach google pic reminded unhealthy
77242,0,rogue traditional healers prosecuted bulawayo news lt time
67350,0,wrap blankets give soup amade earlier daughter sick
76911,0,nwt betsey johnson quilted shopper tote mine handbag purse cream black
54510,0,eric wonderlust oh boy
13178,0,sena mp ravindra gaikwad makes attempts fly days airlines keep grounded
29564,0,today woulday spring lawn amp garden sale expo building state fairgrounds pm
58009,0,instagram stories getting stories stories lil babies stories
16537,0,best feeling know gonna wake birthday bestfriend right side
67075,0,speith goes love watching play golf determination personified reads augusta greens well themasters
76825,0,even tho oldest second oldest lol auntie old af still treat cater like youngest lol
64065,0,yeah red line gop party refused let enforce back
35434,0,thinking place outer world ment libra
25955,0,lay eggs even
22707,0,jackiv congratulations big man gocoogs
38510,0,agree former shows far greater lack respect latter
67315,0,copic sketch r yr fy marker pen multiliner craft art manga anime drawing
42007,0,wild snubbull tackle crunch appeared despawns time left
86781,0,let fucking refugees already jesus fucking christ
64189,0,believe sad true bible calls perilous times last days call jesus b late
19567,0,spring came early year guys ready
64274,0,sitting tornado rain thinking camp hadoing classiccamper whattajew
67090,1,huge freebet offer join williamhill bet use code c get free claim gt
16233,0,crack egg softly boiling whirlpool water splash vinegar let cook minutes
80100,0,neighbor fucking machete car
16477,0,found transponder snail never forget local cook sets sail trecru
26012,0,cant stand jamie person mentioned bird hes get ova leave edgar alone ur ex bird cheated
19826,0,happen cannot see replies tweet
25581,0,warning fall fool filters artificial faces twitter know
42226,0,bill nelson people stop smoking public parks sign petition via
32775,0,commentary emily allen rev kent ingram write western jurisdiction election
42451,0,whenever find iside majority time pause reflect mark twain
35774,0,parents association quiz night cleaboy bar tonight thursday pm teams four please support fu
73704,0,entered giveaway chance win lovely annie women pairs pack knee high co henny rue giveaway
41875,0,quote remember children minister bart simpson would split hell wide open made wanna like bart
29044,0,obsessed fanfic almost caught sad
45201,0,people followed one person unfollowed automatically checked
19597,0,better get hadone right fast stuck aca flaws years b c dems hurry
70420,0,sometimes ya back wall control certain things e leave powers e
16194,0,maybe private properties shoudnt iterated since thats literally break
76835,0,rep swalwell clap backed critic f ng funny made morning far
19332,0,upload something like songs google music cost penny listen
33017,0,assault charges withdrawn journalist activist andray domise pleads guilty mischief damaging phone
57575,0,audio video chat premium plugin peepmatches
38495,1,hope ghetto city african country western media always pam africa black v
42238,0,marzo candids selena gomez e theresa mingus arrivano al gyu kaku japanese bbq los angeles california
12519,0,track perspective see lands
48376,0,global companion animal vaccines market analysis major industry segments
22592,0,first time istaunchest advocates conservative values seem dirtiest laundry closet
15842,0,dont chase em areplace em hating taking credit something wouldidn involve opinion
29291,0,big lebowski blu ray disc limited edition digibook
39112,0,fox fakenews thats trumpies listen
32161,0,proud cannot explain happy see living ur dreams forget amazing bo
54554,0,given options performance aesthetics even play pc ps wii
61081,0,working ethiopia total crisis amp kenya might collapse ethnic
71066,0,camellias neoprene sauna suit tank top vest adjustable shaper waist via
13050,0,top story gchq boss get crazy theories thrown us every day bbc news see
45271,0,lied ice storm hit april st years ago remember mother th surprise b day party
57601,0,supposed work people district house representatives separate equal branch u
74192,0,pudge one actually made first tweet
38443,0,liked video spring break miami college chaos
42284,0,styles hi sunshine really excited solo album would lovely followed love
61137,0,seeing moment building base said clipperdata commodity research director matt smith
13123,0,liked video lego worlds skeletons bulldozers epic car stunts
41979,0,fabrication facility multiple overhead crane lifting capabilities tonnes swl sheffieldissuper barnsleyisbrill steel
66995,0,fathers sons serving together men conference
29451,0,ony says boycott sony grow start supporting women
77418,0,daniel chait greenhouse software scot chisholm classy andy wilson logikcull building killer company
57874,0,todays women aka sluts degenerated sleaze sex wonder country going downhill morally
47856,1,things syria nothing take air force take assad assistance arab world
48411,0,nothing romantic life poor exploited horses slavery animalcruelty banhorsecarriages
63875,0,one ismartest guy world secdef worried syriastrike ok
51479,0,hello reporter could please follow dm kind regards sally wardle
74046,0,historic main street placerville charming family friendly california gold rush town
16176,0,today training schedule thursday th april u girls football scarvey u boys
48525,0,looking entertainment different sort min sagittarius
19299,0,deltar already enrolled amexsurlatable offer error please contact
67541,0,want glamour want make image time live reflect back mm
64263,0,lmao trump collusion russia would bombing syria russia backs hmmmm
25872,0,hulme nuclear handled big conglomerates increasingly want take risk catch
41832,0,able recharge prime membership online website help
35980,0,wooster scott framed signed regatta potomac lot
29519,0,things know hardliner runs india uttar pradesh trt world indianews
64044,0,go mom tell love biggest hug possibly give bebecause never could happen tmrw
64149,0,scrolling fan art saw one tried redraw
57453,0,top story cramville ameerpet india unofficial training hub econom see
42203,0,cosmic waves waiting grab yo aries
19207,0,korean internet giant naver unveiled self driving car seoul motor show last week korea
70332,0,listen jeremy camp come alive ccm amp gospel together station
26089,0,random sending love way saw notifications felt like wishing good day night depending
32557,0,pertinent legitimate blood boiling question pirates ever win game ever never
48019,0,think find perfectly normal present one graph overlaying pngs powerpoint
10220,0,many congratulations writing engaging inspiring thoroughly deserved wild places favourite
45334,0,arrived knife edge ponty u
64585,0,inegi istatistics dept never accurate always manipulated looks like continue way sad
15836,0,ishow even spoil istory
38986,0,old fart trump knows generals
15854,0,hbr v cannothose eq lower scores improve intrapersonal interpersonal skills
57931,0,love
70313,0,oh wtaf arrived airport isays flight delayed already taken scheduled time without
57923,0,good question ask hillary next time replace campaign trail
26263,0,wip finished work economics woulday c inking animedrawing art
320,1,wouldoes amp tori idiot taking time
16268,0,wouldogs gonna pose nicely whilst take picture iside mirror right
6656,1,nigga wanna shoot rocket launchers thursday nights hate niggas
29032,0,im gonna fight every urge mine listen promise today im
35540,0,slow travel sb lorena fm mm temple sh mm miles min pm
57582,0,comey legacy forever poisoning presidential election mess russia investigation
19460,0,portland public schools proposed budget would axe teachers central administrators
92942,0,account temporarily unavailable bebecause violates twitter media policy learn
64405,0,donoharm symposium scheduled thursday newton medical center speakers include reps
67732,0,warning weird shit pink guy rice balls kotori remix via
64445,0,swear fckgn god make lance red paladin im gfhj idk ill ill really upset please dont
67207,0,prepared lt bring maybe get inspiration woulday art challenge currently would sweet
73632,0,deeppurple much good riffage gonna tough
32520,0,made childhood heartbreaking see retire thankyoutaker
41890,0,kirkland wa usa food beverage supervisor columbia hospitality values sincerity enthus job hotel work
73896,0,score update settles iscore vs
60780,1,name obama taunts restless could even sign executive order deport
44670,1,name big fun people need
55107,0,executive search firms agile succeed improve diversity different thx
48320,0,afghan jalebi house adjust plate along side ur biryani rcbvsrh ipl
12759,0,cannot help feel twinge longing hadream abo virgo
76932,0,owe irs money might get call private debt collector
57953,0,jordan labrador interested representing constituents nwo
32831,0,holidaymaker sue thomson ended intensive care excess chlorine added tenerife hotel p
45310,0,simple mood change could turn day upside pulling cancer
39150,0,government targets civilian citizens loses raison etat
35636,0,hubs plans trips based eateries isees shows bleached hair soul patch scream douche haha
51255,0,new album dropped today album straight badmon takin rap game album
57507,1,pravda decides need know amp know surprise always negative shit trump think
19854,0,gunners afc coyg gooners wenger fights ivan plan destroy ivory tower
51959,0,young news anchor message obama goes viral final thoughts tomi lahren
35450,0,one threatening go war spain except hyperbolic twitter accounts
48431,0,know much even want know going end day leaving monday beach
76766,0,believe justin selena stans talking ab faves better post wouldead legend kurt bc
38577,0,white libs gall suggest blk woman ignore racism bc unity least racist tr
16374,0,soraya feehily suzie ericasmith happy sunday
48096,0,new post uptown funk mark ronson amp bruno mars dance choreography jayden rodrigues newest published
12607,0,men flying private jet like uber cc davido
67876,0,hey chauncey curious used picture big ben header explanation
79870,0,day amazing thank birthday wishes amp everyone made day truly blessed life
26324,0,fave problematic eden good havery extra trade gin nice bodysuit
54422,0,wow day far thanks everyone came bb far today looking forward another busy supper
67869,0,osorio lj lloyd imo problem qb class every prospect either lacks upside
28958,0,leaks keep traitor ruining country believe called patriotism
54654,0,seven reasons risk ever global pandemic geographyteacher
57770,0,working day project trekking city today nice
67199,0,feel around get hole keep finger outside guide cannot
23247,0,glad back amsterdam walk istreets without cleaned bike every seconds
22517,0,lmfaooooooo cannot eat many fruits think bout come rushing x x
